# AGAGE data for CFC-11
# Created by chxmr on 2021-03-17 11:48:25.604479
# Contact AGAGE data owners before use 
# This file contains data from the following sites/instruments: 
#===================================================
# MHD 
#   1. ALE
#------------------
# THD 
#   1. ALE
#------------------
# RPB 
#   1. ALE
#------------------
# SMO 
#   1. ALE
#------------------
# CGO 
#   1. ALE
#------------------
# SCALE: SIO-05
# UNITS: ppt
var,mf,mf,mf,mf,mf_variability,mf_variability,mf_variability,mf_variability,sites,sites,sites,sites,instruments,instruments,instruments,instruments
box,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
2015-02-01,232.92950000000002,232.69,230.74,229.446,0.27649999999999997,0.278,0.39799999999999996,0.207,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2015-03-01,232.69849999999997,232.377,230.615,229.22099999999998,0.2965,0.335,0.489,0.22699999999999998,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2015-04-01,232.649,232.09599999999998,230.428,229.268,0.2875,0.293,0.406,0.22399999999999998,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2015-05-01,232.597,231.993,229.84099999999998,229.217,0.213,0.353,0.442,0.302,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2015-06-01,232.297,231.812,229.62400000000002,229.112,0.235,0.43799999999999994,0.44,0.28,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2015-07-01,231.865,231.606,229.373,229.142,0.235,0.47100000000000003,0.335,0.228,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2015-08-01,231.743,231.388,229.28900000000002,229.077,0.228,0.542,0.35600000000000004,0.20199999999999999,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2015-09-01,231.982,231.231,229.19799999999998,229.072,0.36,0.648,0.39299999999999996,0.20199999999999999,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2015-10-01,232.66299999999998,231.24900000000002,229.03900000000002,228.947,0.353,0.611,0.36,0.217,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2015-11-01,232.62099999999998,231.666,229.139,228.829,0.23800000000000002,0.631,0.325,0.198,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2015-12-01,232.37,231.53900000000002,229.09900000000002,228.706,0.233,0.66,0.525,0.184,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-01-01,232.012,231.385,228.986,228.488,0.239,0.644,0.524,0.207,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-02-01,231.7,231.153,229.053,228.30700000000002,0.263,0.49700000000000005,0.504,0.18100000000000002,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-03-01,231.47099999999998,230.835,229.054,228.003,0.231,0.355,0.513,0.243,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-04-01,231.53799999999998,230.551,228.648,227.737,0.26,0.39899999999999997,0.657,0.28,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-05-01,231.547,230.477,228.342,227.425,0.256,0.375,0.705,0.285,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-06-01,231.354,230.39700000000002,227.94299999999998,227.395,0.192,0.428,0.386,0.237,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-07-01,231.09799999999998,230.238,228.10299999999998,227.55200000000002,0.315,0.441,0.545,0.297,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-08-01,230.667,229.96099999999998,228.12,227.63099999999997,0.18100000000000002,0.53,0.8370000000000001,0.212,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-09-01,230.418,229.93599999999998,228.012,227.55599999999998,0.266,0.579,0.455,0.2,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-10-01,231.042,229.803,227.896,227.41400000000002,0.34600000000000003,0.517,0.491,0.217,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-11-01,231.332,229.985,227.801,227.324,0.267,0.657,0.53,0.29,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2016-12-01,231.174,230.438,227.985,227.02700000000002,0.19699999999999998,0.306,0.507,0.20600000000000002,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2017-01-01,230.735,230.354,,226.799,0.23600000000000002,0.20199999999999999,,0.20800000000000002,THD,RPB,,CGO,|ALE,ALE,,ALE
2017-02-01,230.356,229.863,228.389,226.41299999999998,0.252,0.198,0.575,0.19899999999999998,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2017-03-01,230.24099999999999,229.582,227.725,226.278,0.23600000000000002,0.188,0.5589999999999999,0.28,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2017-04-01,230.15599999999998,229.396,227.486,226.343,0.257,0.24600000000000002,0.659,0.29100000000000004,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2017-05-01,230.30599999999998,229.12900000000002,227.12900000000002,226.26,0.218,0.17600000000000002,0.588,0.255,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2017-06-01,230.104,229.071,226.831,226.365,0.192,0.221,0.45799999999999996,0.251,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2017-07-01,230.28900000000002,229.028,226.989,226.34900000000002,0.248,0.21600000000000003,0.39299999999999996,0.19399999999999998,THD,RPB,SMO,CGO,|ALE,ALE,ALE,ALE
2017-08-01,230.245,,226.773,226.423,0.209,,0.478,0.24100000000000002,THD,,SMO,CGO,|ALE,,ALE,ALE
2017-09-01,229.82600000000002,228.68599999999998,226.93,226.495,0.3025,0.479,0.377,0.22699999999999998,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2017-10-01,230.2185,228.96900000000002,227.11,226.623,0.3095,0.43,0.428,0.203,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2017-11-01,230.2975,229.085,227.187,226.458,0.3105,0.32,0.405,0.18,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2017-12-01,230.108,229.275,,226.33700000000002,0.274,0.312,,0.204,MHD|THD,RPB,,CGO,ALE|ALE,ALE,,ALE
2018-01-01,229.8125,229.03599999999997,,226.123,0.27799999999999997,0.18600000000000003,,0.213,MHD|THD,RPB,,CGO,ALE|ALE,ALE,,ALE
2018-02-01,229.6655,229.08700000000002,,225.87400000000002,0.2345,0.223,,0.22899999999999998,MHD|THD,RPB,,CGO,ALE|ALE,ALE,,ALE
2018-03-01,229.36849999999998,228.53400000000002,227.42,225.896,0.271,0.235,0.396,0.17600000000000002,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-04-01,229.3905,228.403,227.203,225.59400000000002,0.27749999999999997,0.182,0.38299999999999995,0.268,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-05-01,229.2195,228.48,226.78599999999997,225.562,0.2625,0.17600000000000002,0.44799999999999995,0.272,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-06-01,228.7375,228.266,226.827,225.503,0.26,0.17600000000000002,0.363,0.2,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-07-01,228.341,228.081,226.49400000000003,225.613,0.254,0.203,0.38799999999999996,0.262,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-08-01,228.20550000000003,227.957,226.449,225.572,0.28200000000000003,0.205,0.4,0.20800000000000002,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-09-01,228.17649999999998,228.02700000000002,226.13,225.62099999999998,0.354,0.275,0.303,0.193,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-10-01,228.78099999999998,228.016,226.40400000000002,225.554,0.3855,0.253,0.40399999999999997,0.187,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-11-01,229.05450000000002,228.035,226.424,225.49400000000003,0.42700000000000005,0.287,0.442,0.196,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2018-12-01,228.85649999999998,,226.47099999999998,225.435,0.316,,0.47200000000000003,0.209,MHD|THD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-01-01,228.623,,226.68400000000003,225.18900000000002,0.35050000000000003,,0.5529999999999999,0.214,MHD|THD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-02-01,228.30900000000003,,226.437,224.88,0.264,,0.441,0.23399999999999999,THD,,SMO,CGO,|ALE,,ALE,ALE
2019-03-01,228.09099999999998,,226.297,224.62,0.28300000000000003,,0.408,0.266,THD,,SMO,CGO,|ALE,,ALE,ALE
2019-04-01,227.8775,,226.02200000000002,224.253,0.336,,0.405,0.273,MHD|THD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-05-01,227.483,,,224.301,0.282,,,0.295,MHD|THD,,,CGO,ALE|ALE,,,ALE
2019-06-01,227.39350000000002,,225.317,224.322,0.254,,0.385,0.313,MHD|THD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-07-01,226.72449999999998,,225.171,224.35,0.2505,,0.364,0.244,MHD|THD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-08-01,226.2185,,225.352,224.334,0.25649999999999995,,0.321,0.213,MHD|THD,,SMO,CGO,ALE|ALE,,ALE,ALE
2019-09-01,226.15800000000002,226.15099999999998,224.90200000000002,224.167,0.268,0.387,0.47600000000000003,0.16699999999999998,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2019-10-01,226.162,226.16,224.84,224.054,0.276,0.336,0.48,0.174,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2019-11-01,226.3455,226.012,224.852,223.87400000000002,0.32,0.284,0.369,0.203,MHD|THD,RPB,SMO,CGO,ALE|ALE,ALE,ALE,ALE
2019-12-01,226.06050000000002,225.921,,223.62599999999998,0.2705,0.278,,0.196,MHD|THD,RPB,,CGO,ALE|ALE,ALE,,ALE
